Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
AMMA WOODS P. LTD.,2346266.0,1356826.0,753340.0,814810.0,490175.0,165540.0,126526.67,87513.33,48500.0,49769.80887137237,44015.25105126761,51653.94665543013,544640.3671658179,521556.8411595695
AMNAS TRADING,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,139388.0,129589.0885594791,119243.88687136758,131302.05199633085,242848.90739489312,240038.56615349394
AMPAC PRECISION TOOLS & DIES,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3394.6658727492904,3000.488422213588,3470.5019371558446,3427.955912981532,2850.856808849843
AMPERE INTERNATIONAL TRADING & CONTRACTING P. LTD.,81150.0,81150.0,81150.0,81150.0,81150.0,81150.0,412030.0,412030.0,412030.0,392279.1664345518,400906.0714139282,405427.1617647821,73117.08649787668,69111.95493626385
AMPLE DOORS,131830.0,131830.0,131830.0,202588.0,202588.0,202588.0,202588.0,202588.0,202588.0,206086.00467161345,210783.15195992345,201932.906792496,176949.374185691,180220.5937535381
AMPLE TECHNOLOGIES PVT LTD,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,6278.651398687856,6162.905139392708,5929.212894083466,9215.230650499465,9735.311078222468
AMPLE TRADE INCORPORATES,120456.0,120456.0,247350.0,344236.0,569123.0,461244.0,378603.0,76236.0,116088.0,75344.44702818664,91049.74062976136,87581.65283408691,559131.6551866091,557867.1548221563
AMPO VALVES INDIA P. LTD.,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,3695.8037682352574,3235.186346148839,2409.7590414069127,2293.262840472511,804.2555337479571
AMRIT ENTERPRISES,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,122.11757012060843,698.1638176201377,481.6881648936542,457.5729735229397,620.4581106660189
AMRITA INSTITUTE FOR MEDICAL SCIENCES &,248.0,5049.0,38264.0,33173.0,28082.0,22991.0,17900.0,3420.0,3420.0,0.0,4865.960277899867,13217.340442422195,27083.50328304165,28417.004288134864
AMRITA VISHWA VIDYAPEETHAM,72.0,2514.0,3566.0,567.0,567.0,567.0,567.0,567.0,567.0,788.6216525050113,0.0,0.0,1667.7491031528916,1466.6972632681718
AMRITHA ALUMINIUM CENTRE,84423.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,91693.13028476467,92320.71503159891,91688.31624098436,95888.3492342711,98471.1783573085
AMRITHA IMPEX,82080.0,82080.0,190974.0,190974.0,190974.0,190974.0,190974.0,190974.0,190974.0,200581.9617823325,187887.7734745501,190288.684098204,198534.54895605412,189469.0544401576
AMRUTHANANDA CASHEW FACTORY,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,50814.871513939,48831.59493801149,49252.71353491617,54984.47413664195,55645.24697916303
AMS AGRO INDUSTRIES,99080.0,99080.0,99080.0,99080.0,99080.0,201030.0,150530.0,150530.0,150530.0,163298.92775273824,153158.1469640648,159840.36889837123,124363.78558105323,123786.19889821019
AMS ENTERPRISES,5017.0,97223.33,189429.67,281636.0,281636.0,281636.0,281636.0,281636.0,281636.0,313283.6710481683,332008.74079994543,317704.02621770406,316446.6526751736,323773.0763462295
AMS INTERNATIONAL & COMPANY,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,22057.286233408377,22571.408243596903,21357.96494490828,23404.91330576572,23276.62156754569
AMS TRADING COMPANY,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6398.35399405635,4826.041992625804,5286.9634511566255,5047.576747662621,5594.1930170443375
AMSET AMBIENCE,220.0,220.0,339.5,459.0,459.0,459.0,459.0,459.0,459.0,142.94823642156553,698.1638176201377,803.4077056826791,307.315872420324,598.2373087703018
AMSTEK STRUCTURALS,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,39843.86626907298,38903.192178178,37918.03553665674,36137.94062113308,36288.44213171536
AMSUN IMPEX PRIVATE LIMITED,84336.0,84336.0,84336.0,84336.0,84336.0,84336.0,84336.0,896159.0,506004.0,526007.8459676933,535587.8241992705,541564.8295306388,83409.15941909223,92316.2867906699
AMTEX INDUSTRIES,26186.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,12771.946018731338,11004.677025430488,10184.466853379272,14925.338100699242,14144.86064997944
AMV EXIM PVT LTD  ,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,141289.2579034731,139122.6915313988,140255.41579179314,130995.17941337184,134990.1649329107
AMZONE INTERNATIONAL PVT LTD,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22057.286233408377,24025.85564400279,22638.292955076788,24072.778828370385,26823.791185954353
ANAND WATER METER MFG. CO. P. LTD.,647.0,923.0,1199.0,585.0,585.0,585.0,585.0,585.0,585.0,17.528665353544056,0.0,0.0,814.7741599148139,1128.2366275496315
ANAND ZENNER COMPANY P. LTD.,3616.0,3615.5,3615.0,3081.0,3081.0,3081.0,3081.0,3081.0,3081.0,3486.430748032173,3773.2720600485336,3470.5019371558446,3181.320352271316,2389.7991462701466
ANANT AGENCY,76472.0,76472.0,76472.0,138999.0,444600.0,482974.0,699966.0,534491.0,431502.0,400297.2077455352,408845.3162684628,405664.7686096012,418384.6753788155,416309.377615592
ANANTHA POLY RUBB P. LTD.,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,10416.518498429446,9498.438926654286,8547.014545279671,13012.574092213295,11178.247882967116
ANANTHAPURI HOSPITALS AND RESEARCH INSTITUTE,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,20163.71694332594,18637.22021322896,18853.484297098243,18010.712830712902,18726.952453174046
ANANYA  DISTRIBUTORS,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,13563.0,9038.292581360554,4311.8087985563325,4924.76480209257,18057.015954415318,22299.700751609867
ANAPPADIKKAL TRADING COMPANY PVT LTD.,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,9970.617024251493,10651.711533257389,9901.03810084518,13654.585063012431,11178.247882967116
ANAPPURAM STEELS P. LTD.,245590.0,607261.25,968932.5,1330603.75,1692275.0,1692275.0,1692275.0,1692275.0,1692275.0,1709936.7447357802,1712069.4687825206,1703330.750922928,1641715.6518515432,1635468.1891970274
ANAS PADASSERY,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3269.844371931278,2741.9256490806583,2867.9494374750648,3641.048576588277,2985.9203253962332
ANAS PULIKKIPOYIL,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,6396.546764979255,6275.029437067802,6033.251512310118,8393.566774794017,9695.480723723536
ANASCO INDUSTRIES,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,0.0,560.4680003640242,1027.0972569129665,1373.1412309070583,1169.237290720339
ANASWARA OFFSET P. LTD.,20297.0,20297.0,93885.0,25155.0,23847.67,22540.33,21233.0,21233.0,21233.0,48437.65513359464,52262.59330879536,54133.4390950728,24531.03548041999,20421.493102724082
ANB TOOLERS,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,16510.00606135989,15739.29732594639,15351.60937105061,12530.441509689435,13240.206132023479
ANC TRADING COMPANY,137675.0,137675.0,137675.0,137675.0,137675.0,246169.5,354664.0,161682.0,109969.0,93050.7905824288,94406.37310240835,101525.18547617004,161950.75263478037,164573.87983217323
ANCHOR ELECTRICALS PVT. LTD,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,21341.491973480093,23918.229994474328,22267.632451378624,23542.561624129183,21761.563766765525
ANCHOR INFOTECH LTD.,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,16377.091550443554,15740.390402092831,15066.291976688546,13764.763254129211,13240.206132023479
ANCHOR TREADS P. LTD.,7624.0,7624.0,7624.0,7624.0,7624.0,5710.0,3796.0,3796.0,3796.0,6090.779480818659,2421.069567727158,5207.764353067498,2187.2108707595617,2227.0646401770646
ANCHUVILA CASHEWS,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,56709.26368783158,59520.83936248487,59825.18494148203,53975.56858024863,60556.88970003801
"ANDIPAT DEVADASAN,",65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,76077.56315457262,79627.89530584065,77641.6787388199,70385.43489865842,74770.8808205094
ANDREA REGENCY,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,10584.798146336572,11568.873480456185,9828.314900924452,11603.343012118596,10101.028194328304
ANEEN FURNITURES,24240.0,21850.0,19255.71,16661.43,14067.14,11472.86,8878.57,6284.29,3690.0,1584.5781846562168,4857.012029754929,6746.1927070866805,13290.483557154308,10232.69940100098
ANEXIM INTERNATIONAL,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,47855.54276207788,48510.20047558984,46812.16607554606,46223.55598781537,47309.559743976686
ANEZ ANZARE MAKEUP STUDIO,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1242.8322738093557,64.69424884091131,714.2560529045295,1398.853619875852,1387.6564963173587
ANGAMALY TRADE LINKS,53980.0,53980.0,53980.0,26140.0,28625.0,25435.67,22246.33,19057.0,70083.0,70974.49942899251,70904.74993134837,69623.1935757813,32934.39097921003,23926.600242863642
ANGEL BEAUTY CARE,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,6396.546764979255,6275.029437067802,6033.251512310118,8393.566774794017,9695.480723723536
ANGEL CASHEWS,244451.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,118580.29035633686,124096.92215723264,121318.28841416747,115690.13632569986,115504.1895947808
ANGEL GOLD ORNAMENTS AND WORKS,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20417.41772848169,23653.1076592654,22743.886270299205,16398.971153439255,16136.165265682503
ANGEL INDIA CAD CAM PVT LTD,8380.0,8380.0,9033.33,9686.67,10340.0,10340.0,10340.0,10340.0,10340.0,10564.80100909504,10358.979698389305,9394.41055935982,12303.507117110888,10574.72699330619
ANGEL PAPERS,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,83759.8489025759,79065.53116846224,79661.80198835477,86652.77548784681,88085.26649048331
ANGEL PIPES AND TUBES PVT LTD,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,97158.98359542806,95050.1058764594,95012.6099387604,101058.40553650376,100815.45625462092
ANGEL TRADE LINKS,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,53025.18615116307,55481.30208851118,56340.974480964825,55269.817380611086,52675.25585635763
ANGLE MARKETING,88154.0,92511.0,115724.0,50372.0,35923.0,35923.0,35923.0,35923.0,35923.0,58951.00427311938,50315.282515011146,45671.14386072662,67910.6001859305,64068.20004306745
"ANICHEM PAINTS PVT,LTD",8250.0,8250.0,8250.0,8250.0,31559.0,54868.0,38785.5,22703.0,22703.0,31185.43838553689,30490.026835227152,30752.34715966193,28820.152304539923,33282.96969528322
ANINA TRADERS,82140.0,82140.0,217750.0,582510.0,779353.0,637976.0,998484.0,733959.0,628376.0,668696.9552692024,658429.5381593267,691308.5093134872,765773.6755270899,787609.1829009472
ANITHA CASHEW INDUSTRIES,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,97158.98359542806,95050.1058764594,95012.6099387604,101058.40553650376,100815.45625462092
ANITHA EXPORTS,12350.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,11202.274191011558,10756.773755270173,9901.03810084518,12738.134868285735,11738.164153511403
ANJANA INTERNATIONAL INDUSTRIES,426.0,426.0,438.0,450.0,450.0,450.0,450.0,450.0,450.0,232.1495834152447,646.5746874421602,481.6881648936542,273.4910749620758,598.2373087703018
ANJIPARAMBIL CORPORATION,2108.0,4893.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,5725.728130269446,3969.520822210703,3198.065347021912,3140.3664033522364,3468.430437029456
ANJU HAMZA,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,20163.71694332594,18637.22021322896,18853.484297098243,18010.712830712902,22521.16541605571
ANJU MATCH AND PLYWOODS,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,26041.86274632881,23881.145106713288,25469.44969934481,22189.255829594917,23439.864991301554
ANJU RAMESH,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,54551.10526605556,52215.76757057943,57215.65034170752,50478.54651702615,53198.500568217365
ANK LIFECARE P. LTD.,61729.0,61729.0,61729.0,61729.0,61729.0,61729.0,61729.0,107034.0,66889.0,80527.11391504447,80060.99540335487,75686.16942110157,52429.22513503325,54375.25184146606
ANKAL FABRICS,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,11184.710343740417,11741.832128670532,11554.819214939487,7162.043067452614,7977.701838791021
ANMOL STEEL PROCESSORS PVT LTD.,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,573511.9805096765,580737.2055255454,574003.5025556849,598561.2173558541,591581.5736979377
ANNA ALUMINIUM COMPANY,47362.0,47362.0,47362.0,186213.0,149705.0,24870.0,82271.0,43604.0,4937.0,0.0,0.0,3073.0022976389155,152138.87867954304,165948.7306985336
ANNA ASSOCIATES,72600.0,72600.0,72600.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,38785.98371116328,36174.01529822382,41884.098583618645,18758.67310699809,14010.32699843729
ANNA TRADERS,50716.0,50716.0,75200.0,42500.0,42500.0,42500.0,42500.0,42500.0,42500.0,49378.954332417576,53025.65982514457,57019.89734258561,47014.912699179375,56062.9439195802
ANNACOIRUB ,4220.0,5000.0,5780.0,6560.0,7340.0,8120.0,8900.0,9680.0,9680.0,6882.65121391532,7959.931039391085,7776.563054006081,8895.376407864736,3148.9277574842563
ANNET MARGARET,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,10839.337220248766,11741.832128670532,9564.692358384607,7098.040589158889,6903.302443786641
ANNORA EXPORTS & IMPORTS,269490.0,269490.0,269490.0,269490.0,269490.0,160620.0,228861.0,106496.0,465599.0,437645.8145450805,397053.2680233561,410110.213144307,268808.14295987284,261309.71398382017
ANNS INDIA EXIM P. LTD.,23929.0,25393.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,2434.977961119381,7760.07161567139,7431.378132443526,11562.665286411298,8012.712040758808
"ANNS INTERNATIONAL CONVENTION & EXHIBITION CENTRE,",109904.0,109904.0,109904.0,38275.0,38275.0,38275.0,38275.0,38275.0,38275.0,41155.98675584956,45271.86838655779,48438.12929574645,43464.92451470089,48887.99975282047
ANNZ COLORS P. LTD.,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,108998.56242465788,107053.98906131485,114956.83759905364,120334.02851562748,116583.04324259609
ANOOP REGINOLD CORPORATE INDIA (OPC,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,8052.0610566166,7394.085684533114,7846.811818499234,8406.502482925775,7654.321897146176
ANOTONY MOTORS P. LTD.,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,1752.6768959410256,2087.966780338087,1969.9916690993125,3264.523590257275,3395.9498816586565
ANSHUL LIFE SCIENCES,16080.0,16370.0,22267.0,28164.0,133460.0,88470.0,88470.0,88470.0,88470.0,61482.09885982401,59612.832652095705,69588.90861380775,123214.6543431508,126730.8785482815
ANSIF GLOBAL INC,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,54.339120016549714,685.7094892417081,803.4077056826791,273.4910749620758,584.029397866223
ANTONY JOHN THADICARAN,51827.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,32755.923960414133,31293.8999842545,28109.55573078443,26649.82744362124,27598.209841435542
ANTONY RAPEL & REENA RAPHEL,21931.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,14136.797097559784,11735.70430990262,12857.813153418943,14348.593577779946,12648.746320279548
ANU CASHEWS,1068420.0,365980.0,492635.0,822895.0,822895.0,822895.0,822895.0,822895.0,822895.0,822453.2442450745,836338.2465746346,819864.9205325446,853127.7721854236,816488.8787402193
ANU DEEP MERCHANDISING,65470.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,35155.569266842795,36670.80317961471,34768.66938751913,48344.16161690012,46410.4751904289
ANUGRAHA TIMBER TRADERS,26600.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,84526.25207189226,84506.39870668447,83787.8412148566,66924.69925481745,77338.26572357048
ANUPAM IMPEX,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,26451.3888178193,27399.787306974293,30906.46278285189,29276.684294197126,27679.979172457126
ANUPAMA TRADERS,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,28647.376258129952,29440.00668151712,31498.407780903857,35055.10897267563,37092.87221327447
ANUSAYA FRESH INDIA COMPANY,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,29123.25421650649,26580.232175357407,26388.46554876701,25353.940539640724,25049.412209463888
ANUSHKA AUTOMATION,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,122.11757012060843,698.1638176201377,481.6881648936542,457.5729735229397,620.4581106660189
ANVAR AMEEN CHELAT,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1742.3206626847386,3036.176741301315,3636.379009708762,2207.1516392163467,1754.2166218857747
ANWAR HUSSAIN PARIYARATH,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,8277.28359909379,8548.871464475757,9069.023152291542,7589.506467237137,7280.207091513788
ANWAR SADATH KUNDATHIL,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6491.815069660894,4826.041992625804,5286.9634511566255,5047.576747662621,5594.1930170443375
ANZAM GYPSUM-DECOR,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,21138.82240921248,22586.09711265005,22983.281705788453,25871.53030783101,26023.237326662056
ANZAR CASHEW COMPANY,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,97158.98359542806,95050.1058764594,95012.6099387604,101058.40553650376,100815.45625462092
ANZERA PROPERTIES P. LTD.,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,24375.464810837293,23772.69831849239,23259.225363104604,23117.13920980249,23478.67475609656
ANZO ASSOCIATES,83259.0,83259.0,83259.0,83259.0,83259.0,83259.0,83259.0,361650.0,361650.0,351401.07376149006,345596.8824477898,324617.032246875,71794.56329238729,68525.29438305344
ANZO BUILDWARES LLP,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,1223134.0,1209824.9551727932,1182859.7100380636,1183834.7169554122,112693.11014526871,119701.59998286015
APAAR INFRATECH P. LTD.,51818.0,51818.0,51818.0,51818.0,51818.0,51818.0,51898.0,51978.0,51978.0,49925.84154524421,46425.35103436466,46529.87326206756,48264.3271719662,50136.65475040395
APARNA TRADING COMPANY,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,58021.14781569713,63908.74364648084,60160.38971165952,53097.38949162792,57764.15078082157
APAXO INTERIORS,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3394.6658727492904,3000.488422213588,3470.5019371558446,3407.516257917392,3450.30650595529
APEX INTERNATIONAL,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,194138.59498602152,189197.21251460828,186521.69791752423,182481.0021345724,188902.7079613743
APITAL EXPORTS & IMPORTS,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,9970.617024251493,10651.711533257389,9901.03810084518,13579.95035881875,11178.247882967116
APNI RASOI,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,79101.40540947078,78736.95856233314,77705.74617254501,87712.38242513244,85405.99244229321
APOLLO INTERNATIONAL LTD.,6500.0,5083.0,3666.0,3666.0,3666.0,3666.0,3666.0,3666.0,3666.0,4949.482347941841,2996.974142966676,3736.889471090399,1757.1230507466244,4696.674342167564
APOLLO REXINE & CARPET HOUSE,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,51311.73938103824,50999.42901743995,46957.06358411093,52038.1533914574,49763.93677452381
APOLLO SHOPPING MALL LLP,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,36390.64358595549,37151.685020739445,40526.73031815677,31859.279743633582,31879.43054391537
APOLLO SUPPLY CHAIN P. LTD.,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,16406.658495888812,17811.28109146317,17888.8972396811,16999.693201312562,16947.199918799335
APOZEM NATURALS PVT LTD,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,307708.25362484984,300499.9958900518,299608.51402371004,285454.4320517364,289925.43368418096
APPACHATH PRIVATE LIMITED,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,122150.0,116123.48700099545,104081.52395024383,102719.91742123116,324548.4329062571,331991.93476614053
APPLE CEMENTS,5161250.0,5161250.0,5161250.0,5161250.0,5161250.0,5161250.0,1775550.0,1775550.0,1775550.0,1745312.744552765,1739356.2220616506,1733449.806558082,5213651.047575682,5200949.3747348385
APPLE TRADING,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,13040.0,6338.470619455446,6716.917347339215,9225.354903886791,3199.0684303805465,0.0
APPLIED PRECISION TOOLING (INDIA) P. LTD.,12145.0,12145.0,8337.5,4530.0,4810.0,4810.0,4810.0,4810.0,4810.0,5469.311526323669,5151.741725381697,8301.282080407953,9693.260680914624,11072.045817828854
APRILE INDIA PVT LTD,15390.0,15390.0,13735.0,12080.0,10425.0,8770.0,8770.0,8770.0,8770.0,6999.774513969198,6027.717194387107,10012.794681137775,14030.077980538714,10015.827510130708
APS EXPORTS,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,25074.891284097568,24266.41253381665,24465.045967562008,23118.432027999777,23547.881111462135
APS TRADE LINK,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,6278.651398687856,6162.905139392708,5929.212894083466,8772.846934066154,9735.311078222468
APSARA MARKETING,14690.0,14690.0,33620.0,33706.0,25133.0,25133.0,25133.0,25133.0,25133.0,27497.24927137955,27876.09222421329,25393.874531446607,20362.133480920456,25676.96933655499
APT GLOBAL VENTURES,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10776.853771662109,10807.186239484465,11341.431548093678,12151.836251494477,10649.925778542995
APT TOOLS & MACHINERY P. LTD.,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,183890.0907348816,189567.89139194484,188721.71561542252,185247.1175176341,190456.28463120654
APTEL UNIFORMS INDIA P. LTD.,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,35539.62197414576,28965.460909670684,27330.12960476952,39413.96257800818,42306.85433882673
APTIV CONNECTION SYSTEMS INDIA PRIVATE LIMITED ,66948.0,66948.0,66948.0,66948.0,196267.0,231446.0,214026.0,137317.0,153403.0,156255.56768222852,146385.53729638108,154101.0794093795,214474.09188153723,209953.86752701527
APZONE HOME APPLIANCES INT'L P. LTD.,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,30189.13094606856,30754.15130848135,29289.22038396716,32598.06467108801,36469.990339909215
AQOZA TECHNOLOGIES PVT LTD,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1144.326416273485,64.69424884091131,379.0039415543433,1124.8622123441892,1310.2271203468554
AQSAR POROLI,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8287.447511762497,8548.871464475757,9069.023152291542,7524.294374482124,7280.207091513788
AQUA GENO EXIM,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,27300.0,25876.68999354553,24111.398322916702,29718.655665392987,56695.22423613677,51915.905630418565
AQUA GENO SYSTEM,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,21823.362938905368,20950.759925055783,22017.492041183985,27803.118454518142,25517.028134299442
AQUA MARINE,21235.0,22540.0,23845.0,2735.0,7276.25,11817.5,16358.75,20900.0,25300.0,20455.398379977443,24906.09356791794,23611.614820445306,1732.9804203876993,4589.067825119011
AQUA PEARL PROPERTIES & EXPORTS I P. LTD.  ,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,29977.980659516063,32219.520848872955,30839.22651014931,24908.95893354842,25619.401914189337
AQUA SEA FOOD (INDIA) P. LTD.,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,148635.2051873462,141125.03302526276,140489.93195781962,149381.13213801628,150217.0768461282
AQUA STAR,54430.0,54430.0,54430.0,484009.0,549408.0,365292.0,332138.0,499238.0,363775.0,284774.7216949845,300067.4913281582,304423.7701968888,512312.8369832576,502434.00705304655
AQUA SYSTEMS,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22522.4073591698,24927.0417295387,24736.580318305874,22240.25584982382,24741.04565538338
AQUADONA TRADING,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,626.899601217825,608.2547011144925,1030.2682153921342,752.3779184931191,584.029397866223
AQUAPHILE,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,3078.0,3601.0,2420.805168850929,3079.0095240335213,3885.7865027528014,2494.2772653220454,2945.876544457162
AQUASTAR MARINE FOODS,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,22466.711603577365,21526.98991801124,24131.595136551303,27578.984598775744,27188.295064319624
AQUATHERM INDIA,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,30189.13094606856,30754.15130848135,29289.22038396716,32598.06467108801,36469.990339909215
"AQUATHERM INDIA,",22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,20339.154662777088,18090.080691369483,17959.134689791943,19228.932473359742,18217.87922345556
AQUATIC BIOSYSTEMS,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2377.1108692424605,3321.158100682078,3754.3624901347794,2046.2006353349425,2808.2675730278715
